kata,bobot
obat moga,0.01882667122849641
rakyat susah,0.01883472070283349
tolong dibenahin,0.018848930976811888
dibenahin,0.018848930976811888
kali nungguin,0.018853352598087885
resiko,0.018853814376259315
kode masukin,0.018856203620426646
coba sms,0.018856203620426646
cantumin,0.018856203620426646
daftar tau,0.018879760559318844
bantu kantor,0.018907661662078974
pas baru,0.01897084703050187
daftar priksa,0.01900702781969798
pindah rumah,0.01903083887197755
dua,0.019049404581681955
andai,0.019059777860742068
mati pasien,0.019067451612964977
ukur,0.019100245573585473
data isi,0.019100650149993265
over,0.019123126359788713
suruh masuk,0.01914004441940003
tambah anggota,0.019148883361496435
butuh layan,0.01918817926731608
sulit suruh,0.019188528240145043
tolong banget,0.019196573062955864
lahhh,0.019245629048962876
pasien obat,0.019270332147844436
kode pas,0.01930131420498861
ratus detik,0.01935373822235199
fasilitas dll,0.019377497975452723
pasienya,0.019414354502517557
registrasi kode,0.019497776021553073
ambil nomor,0.019500105186968066
ny mudah,0.019533483179586364
kode kode,0.019537349658096184
sim card,0.019596750516393754
kuota pulsa,0.019637093503152396
tungguin,0.019646298706455675
code nomor,0.01965157897580596
kemarin pakai,0.019699239920221552
baik kerja,0.019699619828803354
salah ribet,0.019708694913647535
salah gagal,0.019716122019172444
akun kk,0.019723886651223918
pasang ulang,0.019764733983730746
coba log,0.01978965856126763
ponsel suruh,0.019796107704537026
wifi stabil,0.01983820463762446
kasih moga,0.019858907167169756
anak tahun,0.01988393821333178
bantu anak,0.0200650896323607
sgt bantu,0.02007521961879901
sihh aplikasi,0.020139047132152678
ponsel tunggu,0.02014894275179442
bener log,0.020150024957556835
gin nyusahin,0.020150024957556835
kemaren daftar,0.020170794889468824
kontrol obat,0.02017686515775172
in salah,0.02023729203796651
daptar antre,0.02026732399246208
sms kode,0.02028899379158254
verivikasi gagal,0.02029140692580397
sms nomor,0.020315196597886765
sakit tuju,0.020318159756277463
aza,0.020347564626979845
baru lancar,0.020363449141999296
salah masukin,0.02037569135293918
pulsa jaring,0.02038429384856651
antre ulang,0.02038988405953983
ramah cepat,0.020430806989603045
sandi klik,0.02047772913258226
nomor rujuk,0.020497468540164526
mudah muas,0.020510741052670117
mudah buka,0.020522637948022837
pasang trus,0.02053041949386289
otp gmna,0.02053041949386289
bener tetep,0.020546254345420137
yaudah,0.020610935751851554
sh,0.02061166565977965
antre suka,0.02062146266095744
dpt antre,0.020665264514846484
sekli,0.020680376919462663
riset sandi,0.02069971589912989
tolong team,0.02070729808579134
tulis coba,0.020718936990901642
system,0.02072187357446365
program bantu,0.020777349065652387
obat daftar,0.020784891192251503
of,0.020809306367723716
berangkat,0.020876378351318548
daftar masukin,0.020882024319344758
option,0.02091561717983536
cepat rubah,0.020936333171217136
ki,0.020941030438827078
coba bikin,0.020960592501787213
online hilang,0.020989030293851258
buka aman,0.021017376333075714
bayar tunggak,0.021064184237068566
daftarin nomor,0.021083325792911726
kirim kode,0.021086301355440606
bayar telat,0.021155197757916272
aktif tolong,0.02119717666030529
ponsel doang,0.02119753862214376
dapet sms,0.021225635686803385
sandi email,0.021268711659102886
rp,0.021278414880427435
paten,0.021282159805268847
kara,0.021289209417898497
sms otp,0.02129860473974037
ribet nunggu,0.021357899101238285
jelek jelek,0.02137495958072004
dst,0.021402403504204033
kaga muncul,0.02141858679214714
pandai,0.02141886574144022
ulang ttp,0.021422128343152096
sulit bolak,0.021424613736186097
pandawa hasil,0.021488904037565884
praktis efisien,0.021505344198563495
buka menu,0.021509305083196928
sulit bikin,0.021523353624858195
klau buka,0.02153379700820185
wajah deteksi,0.021548460007766064
aplikasi berat,0.021567211166762613
mulu pake,0.021608759130775573
gimana kontrol,0.021608759130775573
klik klik,0.02164231173003346
gx daftar,0.021651303823935687
unduh mudah,0.02165916379391393
pas klik,0.02166274162597997
nomor gabisa,0.021677133439531558
ponsel situ,0.02172923534564221
data nik,0.021748722354657028
frustasi,0.021752742629286774
antre gimana,0.021802760200969263
klo mudah,0.021828073087390314
bayar sulit,0.021832633910652037
solusi ambil,0.02187117330922876
data rujuk,0.02187117330922876
klo verifikasi,0.021875614659656283
ktny,0.021880172587247074
gagal laden,0.021888438042435187
prabayar,0.021923187393456105
kk beda,0.021928489687847122
baik bantu,0.021961694285212927
dehhh,0.02198529169155125
akun repot,0.02202602377689195
cs hubung,0.022053346453467116
terimakasih mobil,0.02209313073654253
muncul pas,0.022103919023622385
gimana tua,0.02213274153720747
serta online,0.022138427980461547
kontrol gagal,0.02215144286742063
masker,0.02216604501905997
isi verifikasi,0.022170920990608366
bgmn,0.02217830175823141
ulang trs,0.022193423212249517
hr,0.022203338855855147
knp baru,0.022341180276559
pending,0.022341180276559
verifikasi ngk,0.02234647502449876
pindah klinik,0.02241021951504557
aktif aja,0.02244441722870194
sakit pake,0.02244556410036846
ujung tetep,0.022486031266108163
bagus nyaman,0.022513703711202315
bantu min,0.02255323009649572
mudah respon,0.022735510943274397
ponsel aktif,0.022761949169673463
akun trus,0.022769785533058605
care,0.022785834525485462
otp email,0.022891982778179745
email cepet,0.022900568503354757
sprti,0.022909372047450655
laden jelek,0.02296145374712931
nomor masuk,0.022984056051343037
kuliah,0.023027187320364975
kasi obat,0.02302857042173085
proses mulu,0.023033749367777672
serta akun,0.023034649575847926
baik kait,0.02304116750638103
daftar nik,0.02308672127645878
gilir pake,0.023113533729411044
pakai serta,0.023133142803598968
identifikasi,0.023177147787479965
gin repot,0.023190377020157873
bantu poko,0.023297746168441928
bayar aja,0.023305456164213232
bikin niat,0.0233373074073972
akun verifikasi,0.02337659516738235
gabung,0.023383187165356666
perintah jelek,0.023398007894385543
kunjung muncul,0.023402074850438284
kartu pake,0.023430636479199886
ponsel dapet,0.023455835790345658
tengok kanan,0.02353033700659142
ponsel serta,0.023537572408958325
alur,0.023543409418678496
akun susah,0.02355450638904113
masyarakat layan,0.023592059008806395
kencang,0.023641140595477013
sesuai gagal,0.0237006526641633
sistem kaya,0.02372606822264771
eror buka,0.023752518368632937
beda akun,0.023787229509881536
kode sulit,0.02380409732582122
bingung daftar,0.023805128368889372
guna terima,0.023828894864423612
kualitas nol,0.023835917568131863
kelas instansi,0.02384386154198361
mudah mantap,0.023908788685049982
gagal muncul,0.023956666340181544
dftar online,0.023999731149506383
ganti pass,0.024059104333214894
indonesia bikin,0.024067853581041698
masyarakat obat,0.0241258632571187
otp pake,0.024156018762052433
ko log,0.02415710065070017
pas nunggu,0.02422118204399404
mudah aman,0.024244205168577254
muncul opsi,0.02424482253313439
buka pakai,0.024248356571200863
sbnrnya,0.02425365407359647
daftar obat,0.024322747587230333
sulit sistem,0.02436731425324922
kecewa sulit,0.02437933564996286
bayar rutin,0.024424858206133174
pas simpan,0.024436848937182464
urus masyarakat,0.02444346026138061
jam muncul,0.024470747705165812
daftar pake,0.024511253449282747
jaring wifi,0.024563162813260264
pernh,0.024611100713690798
fitur kirim,0.024664216993813742
poin,0.0246709032607486
baru nomor,0.024675548838241385
pindah pindah,0.02470144226908076
keluarga muncul,0.02474950982330966
hangus,0.024755136170752777
hafal,0.02479077370459498
banget bantu,0.024794076681977063
kga muncul,0.024804871131121307
yaa aplikasi,0.024911106864164926
ponsel muncul,0.024943231744187864
terbit,0.024950324429346367
akun pas,0.02500141060384137
ngk ribet,0.0250079865765302
sulit paham,0.025062887911884844
pajak masyarakat,0.025097500582505157
banget nunggu,0.02511597365060482
layan daftar,0.02512322479775809
sms pakai,0.025140142209884586
tiga,0.025185577424432542
verifikasi kasih,0.025195819457130404
kirim lambat,0.025233953486170104
akses informasi,0.02524524738576161
pakai ketik,0.025257548410797227
msukin,0.025376018438447247
detail,0.02543694639083752
dalam,0.025438677901297314
salah tolong,0.02549551639123904
nik bilang,0.025514185772879887
sayang daftar,0.02559315838687717
keren layan,0.025769329355258313
dech,0.025788892426160018
serta fasilitas,0.02582840551714847
via email,0.025832097154392056
dijkn,0.025838182714328257
milik ponsel,0.025858921227989863
jadwal obat,0.02593178412517795
kanal,0.025971970111232506
internal,0.0260054550274732
ngotak,0.026030173053303615
kirim otpnya,0.026055272157824046
aja otp,0.0260571059316276
pulsa rb,0.026057105931627602
nerima otp,0.026057105931627602
kode sandi,0.026079288383894946
anak bantu,0.02610064272439509
karyawannya,0.026117675081233284
oke oke,0.026146899942532255
ponsel sulit,0.026170156260545856
hasil daftar,0.02619219509485123
sulit nik,0.026224056878260682
fasilitas ambil,0.026368344292001022
jd ribet,0.026381519775255626
pilih layan,0.02638436383869647
center wa,0.026386663661137667
sistem lot,0.026431630249174123
bangettt,0.026465001450396423
tanggal daftar,0.026468750976351336
bagi,0.026482628356832072
bedah,0.026497008130365447
anak aja,0.02655499777313474
lwt sms,0.026583935210324566
tinggal pencet,0.02659339258268229
antre pagi,0.02660204096782888
pilih lupa,0.026684800679757453
relevan,0.026695234433791987
gilir masukin,0.02670333102846513
experience,0.026728014813402028
gilir email,0.026763224139093652
layan fasilitas,0.02677256622255237
jadi,0.026798904280994264
banget bikin,0.026810544102134695
aja bilang,0.026914875026712432
wa aja,0.026939219858371416
fasker,0.026947365424449827
autentikasi,0.026998156289578343
jd gabisa,0.02700003749615855
daftr online,0.027005609233050086
mudah nyaman,0.027017713132093724
code otp,0.0270274705769009
layan maksimal,0.027162536449553798
lamaaaaaa,0.027187730923592245
sever,0.02720136448760447
user experience,0.02724217948730538
lock,0.02737183898190007
otp gimana,0.02740998578901629
rujuk rujuk,0.027419637024616538
terimakasih tingkat,0.027435051238128276
nyaman mudah,0.027446173821653798
online offline,0.027477931868313328
bintang klo,0.02753957608520751
say,0.027553872883955173
nmr ponsel,0.027580084406320097
fungsi mudah,0.027587628060163225
nomor coba,0.027614942630207435
otp parah,0.027621100861412548
kantor dekat,0.027626532110611043
ktika,0.027664200190516897
coba pake,0.027687939839289858
otpnya kirim,0.027740574137989086
oke bagus,0.02775004737192878
dlm proses,0.02778909160947516
baru kode,0.02780317399548403
gabisa screenshoot,0.02781091627964218
da,0.02782867000837312
email aktif,0.02783613099021364
ampun sulit,0.027899470962915087
sulit masukin,0.02795248343677358
baik terimakasih,0.02795283723994729
kaya sulit,0.02800927008461415
yaaa,0.028031435857503957
masyarakat butuh,0.02804484759586092
pake kuota,0.028126559227701194
tau nomor,0.028129184758550016
trs akun,0.02813379224493942
nomor pulsa,0.02815430474614719
antar,0.02823506571199687
buka sulit,0.028270115074319244
data rumah,0.028277635105723176
otp gilir,0.028287875392797014
jadwal rumah,0.028312846377295066
banget ni,0.028321058138526443
kantor verifikasi,0.028341990310034516
buka fitur,0.028377050391182886
au,0.028506756079493774
sandi gagal,0.02850685615293468
gagal melulu,0.02854369170345001
gimana susah,0.02856448397874921
ampun kode,0.028565696661677534
hapal,0.028592907882458253
sms tunggu,0.02872750918843337
aman pake,0.0287330894731718
kartu fasilitas,0.02873658570291519
daftar ko,0.028822565901695928
cek kartu,0.028830234240974965
daftar payah,0.028832046979362515
sistem sakit,0.028868455926228914
sistem buka,0.028868455926228914
ka,0.028883510757964956
serta akses,0.028910919553367
ulang verifikasi,0.028929627871029345
sampah nyusahin,0.028938645934973795
layan dokter,0.028939379282540707
kok,0.02897517039384017
otomatis pas,0.029009798543125232
back,0.02908175295348422
bagus puas,0.029089344851361165
daftar notifikasi,0.029117923387299252
ambil kartu,0.029157780576185705
demo,0.02915893287664886
terimakasih sukses,0.029205063544500767
antre hilang,0.029226253509553355
mantap bantu,0.029266392447276048
coba besok,0.029311128242995074
ponsel gimana,0.029324245522588433
gagal terus,0.029324245522588433
gamuncul,0.029418212117531595
serta pakai,0.029463108077833224
lancar pulsa,0.029514779535897394
efisien waktu,0.029540928290690917
otp mending,0.029584006280728582
baik aja,0.029624606403709206
gampang guna,0.02971100802035552
otomatis daftar,0.029731391057657677
nomor ny,0.02975383450138901
ponsel gilir,0.029760822641742447
kiri kanan,0.029763298896340395
personal,0.029794260661056005
baik butuh,0.029824306389690507
gagal jaring,0.029826522254281437
mslh,0.02983308837314326
coba trus,0.02984720684870785
pkm,0.02986974343225448
ponsel ribet,0.0298728045941475
coba ubah,0.029918151444676737
cek bayar,0.02993498984920581
rmh sakit,0.029956464432583978
lupa kode,0.030001396276771997
klo susah,0.030053378793757437
in masukin,0.030076304221551012
akun log,0.030090188651608646
ponsel salah,0.03009752073806443
sandi ulang,0.03011114398604529
sekolah,0.030122901531279493
dipake daftar,0.030153362482035824
rating jelek,0.0302019812052999
trdaftar,0.030278166750148786
otp bikin,0.030286962856075662
susah suruh,0.03028935491737373
wifi pake,0.030301452325775125
sebel banget,0.030316318631853138
plsa,0.030337731953858124
siti,0.03041431476644888
susah payah,0.03043565832965598
tu kode,0.03047891638479893
untuk,0.030497686404122523
ulang lupa,0.030507530633248042
proses administrasi,0.030529964949082278
ponsel pulsa,0.030531414760592047
optimal,0.03053502124292877
ampuun,0.030558413186517072
ttap,0.030563610853450746
bantu moga,0.030591099468214356
tinggal masukin,0.030594029419933097
manual aja,0.03060143315738145
tb,0.03061750144788341
fungsional,0.030637735533256195
jadwal kunjung,0.030691607311294986
sulit user,0.03070005889692937
daftar tgl,0.030700190628963377
mudah moga,0.030788440549403575
pindah fakes,0.03080016577980433
tua pakai,0.03089490095690502
sakit tolong,0.030925836664209772
sms otpnya,0.03095041683214485
salah akun,0.0309525189005085
semangkin,0.030964407924448455
rujuk susah,0.030995453206660466
nyoba gagal,0.031017153535112047
daftar buka,0.03106647285168403
public,0.031071429830837854
coba aja,0.031073760905433
baru suruh,0.031095197131787308
cepat lancar,0.03110364758546511
bangt,0.03110457645320818
aja hasil,0.03111315494084923
periksa urgent,0.031139612925439937
sakit fasilitas,0.031153084477195298
suka down,0.031221979863038162
pakai ponsel,0.031239417352086605
mulu sandi,0.03127147093229623
bagus baik,0.03131291523487049
input nik,0.03132517326185838
susah akun,0.031368343413839164
layan pandawa,0.03137733621518143
aktiv,0.03140309629393081
sungguh kecewa,0.031445425179686584
pasilitas,0.0314454409565855
setel,0.031457753459485455
mudah kantor,0.03147320620925555
gun,0.031484562714734654
sakit puskesmas,0.031490056931369484
pulsa paket,0.03149158052376463
sistem antre,0.03152343835048967
autodebet daftar,0.03155960322293489
cepat ganti,0.031560527744719784
sampe detik,0.03157012522716941
ulang log,0.031605829909726546
pake wajah,0.031612663082061135
sistem lambat,0.03166591469163951
dll terima,0.031728191620249625
sandi log,0.03178849761668538
jknmobile,0.031813902062775845
ambil gambar,0.03183678445365698
daftar sampe,0.03186679599090557
lekas,0.0318914474830845
kasar,0.03189552590930704
sorot,0.03190629965352113
sms coba,0.03191831115436874
daftar lupa,0.0319277731035448
pulsa tolong,0.03197577653113465
penuh syarat,0.03198886921390548
daftar aneh,0.031994144631501076
jajar,0.03200643762446891
muncul nomor,0.03201536031407194
kecewa guna,0.03204340756308978
email muncul,0.032044327403970445
sakit cepat,0.03207240683516078
antre eror,0.032072595023508586
ampun susah,0.03210484149807758
nambahin,0.032116873768213525
pake jaring,0.03212020065212359
aja log,0.03220892644883413
rencana,0.03221354814883767
data klo,0.032225221245641054
pol rumah,0.03227322286768717
ponsel isi,0.032302818346516986
gilir sandi,0.032303241725209396
klo ambil,0.03232177056849391
pas verif,0.032327708175570465
in tolong,0.032350210776954665
antre ubah,0.03238553227504972
pas unduh,0.03239864575970069
coba isi,0.03244420702586557
ponsel tua,0.03249211513160605
pemerinta,0.03254163505349615
cetak kartu,0.032568362026409205
otp tau,0.03258694570263242
mulu susah,0.032599267646980366
suka mudah,0.03263754681933207
kali susah,0.03263754681933207
offline online,0.03266622822826829
jd daftar,0.03269571986253203
sesuai fasilitas,0.032717628905370576
cepat muas,0.03272033343600997
alhamdulillah mobil,0.03273601722188471
apl bantu,0.03273813225890779
layan jd,0.03278238231274569
stabil gimana,0.03281527391752006
terimakasih mudah,0.032828100195706575
akun masuk,0.03282872008702292
coba bolak,0.032878859550836345
mangkin,0.03288666818086965
pindah lokasi,0.03289508827832199
baik apknya,0.03290556217771468
mantap tingkat,0.03296301520154711
in ribet,0.03302700234214506
pake susah,0.03309249691080468
jgn sulit,0.03311371904530095
milik pulsa,0.033147453433015166
sukses trus,0.03324084089448331
kkantor,0.03324213255591076
daftar dn,0.03327527561989284
bantu baik,0.03331972812661023
kualitas aplikasi,0.03338250925801811
perintah tolong,0.03350247725856766
daftar perintah,0.03350247725856766
pas bilang,0.03355068435813997
sakit layan,0.03356489944124811
ulang tetep,0.033609748469852645
situ tulis,0.0336248189344507
jarak,0.033645653182359514
sulit mah,0.03366330511107016
anak sekolah,0.03367465892240375
mula,0.0336934311562321
radius,0.033697576983331604
kirim adu,0.03372049774373833
jln,0.03372913503086693
nik buka,0.03373845435370972
jgn korupsi,0.03375108360128865
regist,0.033818520077845096
sihh,0.03383148195431046
klo brobat,0.03389106515468879
pakai kartu,0.033902138927120316
salah sandi,0.033975874937798106
pasien rujuk,0.03397649912449658
aneh coba,0.034001129273648886
jelek gin,0.03406514509588126
dlu isi,0.03407740161224107
in notifikasi,0.03410885506218626
biar dapet,0.0341783071675105
uji sabar,0.034190673499022634
baik masyarakat,0.034193190442862634
pintu,0.03419713794673472
bloon,0.03424303158182355
out repot,0.03424856523512293
sms pulsa,0.034319042033916475
suda,0.034458452052197636
anak rumah,0.034473005489615356
sulit daftar,0.03455220462649002
daftar pesan,0.0345795066131239
tolong kirim,0.03467834700184676
up,0.03470098928421599
aktivasi,0.03470230289425229
sulit ambil,0.0347257544982799
baga,0.03473778326808541
kali ulang,0.034740447836399395
daftar klo,0.03476899876674342
urgent sulit,0.0347954117857851
otp lupa,0.034804565183882745
trus nomor,0.03484342181246127
ngisi form,0.03485341776005468
potrait,0.03487834709500259
baru tolong,0.03494103206506713
simpel mantap,0.03494151537654423
verifikasi pakek,0.03494151537654423
sandi captca,0.03494202211119262
bagi verifikasi,0.03504421047949319
akun pake,0.03507394159339076
obat jdi,0.03512301430063526
team,0.03519079260014973
daftar ngak,0.03536989813187259
daftar kaya,0.03546093757293182
karya,0.03551875700397899
kab,0.0355386131617759
dsuruh,0.03555146447885398
ubah daftar,0.035601943354065954
gagal alas,0.035618171878178534
jdi mudah,0.03573407651417317
out suruh,0.03575728647052093
akun suruh,0.035774860177094706
daftar selesai,0.03579867290530397
lapis masyarakat,0.035817795573816126
lapis,0.035817795573816126
masuk nik,0.035858736299858626
data kk,0.035941106321757885
online nomor,0.03594304132461608
bgttt,0.03597736674831989
ponsel sesuai,0.03597744479220729
ri,0.03599005255498328
perintah baik,0.035995124030627
antre tinggal,0.03604282992953913
pake sidik,0.03608624396114984
verifikasi pulsa,0.0360983337086038
smartfren,0.03610516818537562
bagus manfaat,0.03621255269469571
sma sandi,0.03624758530488124
pulsa rp,0.03643340883334264
keluarga terima,0.03643447008270102
ko ribet,0.036441220697077024
gagal aja,0.036471355815447616
skrg ambil,0.03648705003074085
keluarga sehat,0.03651456605601853
pandawa ganti,0.03656484083864031
engga buka,0.036607915281262414
rujuk tanggal,0.036614260192896625
tambahin,0.036649328146414153
terang nik,0.03665145755954054
imel,0.03666378372528725
waktu buang,0.0366678370597062
istri daftar,0.03673782783162688
sandi bikin,0.036764315176307606
ponsel pasang,0.03677487758829864
ponsel biar,0.03679732649025214
suruh skrining,0.03681776637856742
tetep gabisa,0.036818742534177225
punya,0.03685928871070674
trm,0.03686787590470962
uninstal restart,0.036880815302052256
layan informasi,0.036893113483379314
knpa,0.03691232137054099
fasilitas nunggu,0.03697753757772974
pakai oke,0.036982680353411956
urus mudah,0.03698690624478504
akun aneh,0.03703817460465859
aja kode,0.0370752247534812
susah isi,0.037134254360841557
adil,0.03713535705690005
nunggu muncul,0.0371502501753779
kasih solusi,0.03724395916274015
atur ubah,0.03733759237639718
gin obat,0.037362279787322136
ribet ubah,0.037369496826131006
otpnya tolong,0.03739385551452217
sejahtera,0.037401611024928685
bikin akun,0.037409083753855626
kali kode,0.037428800386253694
bantu terimakasih,0.037431434599956806
bilang offline,0.03745434465666495
sc,0.03757544474070362
gagal sesuai,0.03758483366473298
sandi sms,0.03760555934396591
posisi kamera,0.037696200526013454
wifi rumah,0.037713575837968326
trm ksh,0.03771951349384725
bintang tolong,0.03781658571291993
do,0.03782333534942812
verifikasi jam,0.03786490655372113
pdhl bener,0.03788126414754317
tolong tolong,0.03788775796894084
antre periksa,0.0379001853888261
bagus dokter,0.03794907602327101
kali salah,0.03795439587085023
tunjuk,0.03795599461994089
skrining skrining,0.038008237384669824
sengaja bikin,0.03803163712712482
obat dll,0.03804801176215827
daftar bilang,0.03809665378132299
butuh mudah,0.0381308954952094
putar putar,0.03817085295032831
rujuk laku,0.03817203999243118
mudah fitur,0.03818202077207535
suka lupa,0.03824805105201808
admin daftar,0.03831051737627927
waktu tunggu,0.03832487561573611
ponsel gagal,0.03833895432215225
tolong log,0.038343166268061495
kpd masyarakat,0.0383507539643301
biar dpt,0.038428490766855915
mbah,0.038454470695187135
clear,0.038537830996323595
luar,0.03855969562230316
kode gimana,0.03857139483980646
sandi akun,0.03858496402196868
nyaaa,0.03860791027466755
gx buka,0.03868159584167361
bagus si,0.03870133102208019
sandi pas,0.03872453689321653
doku,0.038724958253514796
lancar cepat,0.03874498907436793
ud,0.038751543975540245
anak anak,0.03875727243402739
developer tolong,0.038779272267575104
penuh kuota,0.038888352249217044
ber obat,0.03891810063338244
awat dokter,0.038962199814078155
trus pakai,0.03907825902795837
verifikasi salah,0.03908134622925346
keluarga ponsel,0.039106091415004395
kartu digital,0.03912134787344263
smga,0.03912397880867399
menu info,0.039144216147897426
perintah bagus,0.039292892464115756
aman aja,0.03932481824101826
fasilitas indonesia,0.03944723719183818
periksa klinik,0.0395198965571839
sulit kode,0.0396460863313373
sistem data,0.039695768938869946
liat,0.03970116523833822
keliru,0.03978467907865354
bantu cari,0.03981179891627226
milih,0.03981803268719787
tugas medis,0.0398840596778254
daftar salah,0.039901992015638994
sandi kala,0.03994602132196974
kis bantu,0.03994625068994038
ponsel bantu,0.04003179188765068
berkas,0.04009100307153499
mode,0.04015725147717505
masukkk,0.040187756734204376
blom,0.04018834419655205
dtg,0.040221161174988335
akun kode,0.04026106959575574
mudah kece,0.04028413600238031
obat terima,0.04028413600238031
wajah senyum,0.040303300088804624
terimakasih kasih,0.04031341323978671
pake suruh,0.04033638263158509
bintang aja,0.04036336541083867
bantu cuman,0.040431840399753
muncul layar,0.04043432308095027
ubah tolong,0.04044822733817735
dapet verifikasi,0.04047422089345543
lumayan mudah,0.04048048994832887
mo daftar,0.04051335085690126
pake sandi,0.04056213397362932
verifikasi muncul,0.04057780703346009
metode,0.040589550552721856
acc,0.04060350592430833
si pas,0.04060960711869006
biar obat,0.040717299723544285
sms payah,0.04074641817729241
aplikasi waktu,0.04075303418211859
ribet buka,0.040759927999233156
ponsel mesti,0.0407838363843493
sms jam,0.040817448399570064
fasilitas terima,0.04083967636895533
operasional,0.04092559261505561
wajah daftar,0.040936217653837405
eror akun,0.0410033054045057
kemarin daftar,0.04107596619328246
in kode,0.04108401865999692
sandi trs,0.04110491123527475
pake otp,0.04117071571994191
pakai mjkn,0.0413021171452194
kartu nik,0.041311515650075424
pas verifikasi,0.04135474444421132
ambil atrian,0.04136570150401754
atrian,0.04136570150401754
gimana darurat,0.041367265447902625
sifat,0.041465924685415614
senyum susah,0.041476461598188
lupa nomor,0.04147944456469959
jam fasilitas,0.041737371460186835
sandi lupa,0.0417970079382664
kontrol hilang,0.041893523196620305
pulsa coba,0.04195812972694449
sulit akun,0.04207021317502564
trus baru,0.04209336186329153
niat bikin,0.04210572770067999
antre pasien,0.042153504645523115
dr fasilitas,0.04218457339410628
kendal,0.042214747769385566
check up,0.042218424671292644
pas pake,0.042257658089214126
ponsel kode,0.04226934869359337
bagus guna,0.04228251525274336
verifikasi pas,0.04232478253652738
bayi lahir,0.042368551764492196
klo baru,0.04237706433010343
akses menu,0.04240912535599579
bikin kesal,0.04242337645745216
erti mudah,0.04252414554707999
serta kantor,0.04255664437621148
muncul muter,0.042607224132593734
sandi repot,0.04266883165158576
beda gimana,0.04286208803725742
jangkau,0.04292517094794585
dowload,0.04293562470676555
bikin sandi,0.042988465488967426
oke sip,0.042994966165601375
anak akun,0.04301108454967489
out pake,0.04307883869436879
pasien ponsel,0.04310181598068782
eror bikin,0.043103790820438116
daftar kontrol,0.043111599105325096
applikasi bantu,0.043116379164550994
buka eror,0.0431334279492038
bayar perintah,0.04326967748971922
ponsel daftar,0.04329537126031109
kasi tau,0.04333150633302427
mudah gampang,0.04338301882671326
registrasi verifikasi,0.04342078143431063
platform,0.043463843206536026
wifi tolong,0.04356085180503946
offline pakai,0.04356085180503946
obat kontrol,0.043599662899895475
sering log,0.043712010280845634
banget pindah,0.043796848509753496
gilir daftar,0.04380552239967186
bantu informasi,0.04380801302261131
sok pake,0.04384395353935877
pas selesai,0.043846583245610825
ayo,0.04386767766201851
nyari,0.043875753318927145
ponsel support,0.04390229777458659
pas isi,0.04392728639692188
inget sandi,0.043929289096551305
mantap terimakasih,0.04396274283093608
km,0.04404764422094704
jelek tolong,0.04405863485795293
gaada kendala,0.04409158948765864
bagus erti,0.04411912458725238
gagal baru,0.04413476650863896
ribet pas,0.04414628039972837
dokter rujuk,0.04419222190035758
akun lupa,0.044266497448143
pakai suka,0.04427742038933633
butuh tangan,0.04429443213019453
ngajuin,0.0443288272520144
tahan tingkat,0.04436997579947359
masukin bener,0.044375301731225274
bagus praktis,0.044386858348203106
verifikasi jelek,0.04439638350785544
daftar muncul,0.04440527482983832
sakit bantu,0.0444277235918209
transaksi dpt,0.044484761401988586
butuh waktu,0.04452677182826427
baget,0.044536907982842336
otp gx,0.044809053177704214
pakai nomor,0.044918497439923544
prioritas,0.0449357139527433
minggu buka,0.04506246066246646
mudah efisien,0.04520829362721182
bikin antre,0.04522198475272191
baru akses,0.045302290365423756
maksimal layan,0.04533105998853823
klo buka,0.045354070941535755
daftar bolak,0.04544770717032688
keluarga butuh,0.04545195593797205
sedia layan,0.04546155598228168
manfaat layan,0.04547841820750455
kalideres,0.04552836998960094
balita,0.045546377341025825
akses bantu,0.045569842358780394
bilang akun,0.04557084476660144
satu,0.04564471744059201
moga data,0.045652042864412073
sakit obat,0.04569262994773756
ktp trs,0.0456974587490988
dn cepat,0.04572468511938815
periksa gigi,0.04573057528999
keluh ubah,0.04578366358031327
senang serta,0.04587306257893793
urus administrasi,0.0459095745343579
lakuin,0.04593666552370629
pake kaya,0.04594555758611138
ribet akun,0.046020165258025665
daftar gampang,0.0460455549336105
waktu jam,0.04608539038295797
praktis bantu,0.046165539443620784
katasandi,0.04626048960447012
kmren,0.04628165827118285
umat,0.04628947148772107
alamat kartu,0.04636220535677469
kode salah,0.04636320912688319
baru ulang,0.046440150009219444
aduh gimana,0.04645594891661696
daftar gabisa,0.0464948703406497
sandi tetep,0.046698275700898316
daftar aktif,0.046722061976416644
kaji ulang,0.04672600754037799
wifi aja,0.0467436503536013
layan klinik,0.046788765568521816
moga baik,0.04685454341530924
iklan,0.04688705298505162
mudah praktis,0.04701349158733756
online sulit,0.047035618238541785
tdak,0.04703755196220924
kirim coba,0.04705430458432652
klinik daftar,0.047130500446611046
mudah online,0.04713171180199422
pas kirim,0.04715436321745502
tanggal kunjung,0.04717297892756591
ortunya,0.047274058105680236
wajah nomor,0.047327626406238825
aktif gimana,0.04733684593169275
aja kendala,0.047389252886270314
muas mudah,0.047402978611901694
ekonomi,0.047411696241206905
simpel aja,0.04744803343616633
nomor tetep,0.047453284588911245
trimakasi,0.04750857990053411
layan pindah,0.04753879008937793
mudah tingkat,0.04755264459863831
min daftar,0.04757794261835186
muat tolong,0.047637717713492865
panik,0.04763986714003962
wajah verifikasi,0.047644394776172605
keluarga nama,0.04765128191494364
gimana verifikasi,0.04769557932337473
data aktif,0.04774237718742739
